DATE,count,Temperature,Visibility,cloud,humidity,Conditions,DJI,Precipitation,Snow,snow_depth,wind_speed,DAY_OF_WEEK,WEEKEND,DAY_OF_MONTH,YEAR,MONTH,UNEMPLOY_RATE,fed_holiday,gov_holiday,nonpub_holiday,reg_holiday,race_label,BCG,BSX,EIX,JHI,MPGSX,STT,TJX,TMO,UNEMPLOY_RATE_7,JHI_7,MPGSX_7,TJX_7,TMO_7,BSX_7,EIX_7,STT_7,BCG_7,count_lag,Temperature_lag,DJI_lag,UNEMPLOY_RATE_lag,Conditions_lag,Precipitation_lag,Snow_lag,JHI_lag,MPGSX_lag,TJX_lag,TMO_lag,JHI_7_lag,MPGSX_7_lag,TJX_7_lag,TMO_7_lag,BCG_7_lag,t
2018-01-11,42,42.5,9.9,85.3,86.77,Overcast,25574.73,0.0,0.0,8.39,21.6,4,0,11,2018,1,3.7,0.0,0.0,0.0,0.0,ASSAULT,6000.0,27.43000030517578,53.37472152709961,12.898995399475098,8.44092082977295,95.13676452636719,36.51996612548828,206.57977294921875,3.6999999999999997,12.9492495400565,8.370043209620885,36.15283857073103,202.47540719168526,26.615713936941965,54.35597882952009,91.08826991489956,5981.428571428572,35.0,28.0,25283.0,3.7,Overcast,0.0,0.0,12.994269371032715,8.357156753540039,35.93568801879883,200.6990203857422,12.933544431413923,8.29088088444301,36.070050375802175,197.86894008091517,6024.285714285715,10
2018-01-12,31,52.4,6.2,86.0,97.04,"Rain, Overcast",25803.19,0.48,0.0,5.49,32.9,5,0,12,2018,1,3.7,0.0,0.0,0.0,0.0,ASSAULT,5990.0,27.459999084472656,52.60390853881836,12.920979499816895,8.49891185760498,96.44988250732422,37.18500518798828,208.07470703125,3.6999999999999997,12.960766247340612,8.393055643354144,36.229522705078125,203.57575116838728,26.8285710471017,54.16510990687779,92.2022214617048,5975.714285714285,42.0,35.6,25385.8,3.7,Partially cloudy,0.0,0.0,12.994269371032715,8.376486778259277,35.86442947387695,204.04531860351562,12.947154998779297,8.323098182678223,35.9892954145159,199.72454398018974,6004.285714285715,11
2018-01-13,35,43.2,8.5,58.2,74.88,"Rain, Partially cloudy",25792.86,1.38,0.0,1.43,34.0,6,1,13,2018,1,3.7,0.0,0.0,0.0,0.0,ASSAULT,5980.0,26.979999542236328,52.52682876586914,12.9796142578125,8.453808784484863,95.30764770507812,36.38220977783203,205.93624877929688,3.6999999999999997,12.958672659737724,8.40686307634626,36.29331152779715,204.3239266531808,26.995713915143693,53.81396266392299,93.0142331804548,5980.0,23.0,30.7,25369.13,3.7,Clear,0.0,0.0,12.928311347961426,8.36359977722168,36.230194091796875,204.2333984375,12.947154998779297,8.343349048069545,36.05444063459124,201.10634068080358,5990.0,12
2018-01-14,45,17.9,9.9,55.8,48.04,Partially cloudy,25792.86,0.0,0.0,0.0,18.1,7,1,14,2018,1,3.7,0.0,0.0,0.0,0.0,ASSAULT,5980.0,26.979999542236328,52.52682876586914,12.9796142578125,8.453808784484863,95.30764770507812,36.38220977783203,205.93624877929688,3.6999999999999997,12.956579072134835,8.420670509338379,36.357100350516184,205.07210213797433,27.162856783185685,53.46281542096819,93.8262448992048,5984.285714285715,42.0,42.5,25574.73,3.7,Overcast,0.0,0.0,12.898995399475098,8.44092082977295,36.51996612548828,206.57977294921875,12.9492495400565,8.370043209620885,36.15283857073103,202.47540719168526,5981.428571428572,13
2018-01-15,26,16.6,8.6,97.8,62.78,Overcast,25792.86,0.0,0.0,0.0,19.3,1,0,15,2018,1,3.7,1.0,0.0,0.0,0.0,ASSAULT,5980.0,26.979999542236328,52.52682876586914,12.9796142578125,8.453808784484863,95.30764770507812,36.38220977783203,205.93624877929688,3.6999999999999997,12.954485484531947,8.434477942330497,36.42088917323521,205.82027762276786,27.329999651227677,53.111668178013396,94.6382566179548,5988.571428571428,31.0,52.4,25803.19,3.7,"Rain, Overcast",0.48,0.0,12.920979499816895,8.49891185760498,37.18500518798828,208.07470703125,12.960766247340612,8.393055643354144,36.229522705078125,203.57575116838728,5975.714285714285,14
2018-01-16,35,27.0,9.9,91.4,73.97,"Snow, Overcast",25792.86,0.0,0.45,0.45,11.3,2,0,16,2018,1,3.7,0.0,0.0,0.0,0.0,ASSAULT,5980.0,26.979999542236328,52.52682876586914,12.9796142578125,8.453808784484863,95.30764770507812,36.38220977783203,205.93624877929688,3.6999999999999997,12.95239189692906,8.445523943219866,36.49485778808594,206.09041050502233,27.189999716622488,52.84371839250837,95.22542354038784,5987.142857142857,35.0,43.2,25792.86,3.7,"Rain, Partially cloudy",1.38,0.0,12.9796142578125,8.453808784484863,36.38220977783203,205.93624877929688,12.958672659737724,8.40686307634626,36.29331152779715,204.3239266531808,5980.0,15
2018-01-17,46,32.3,4.7,99.9,91.97,"Snow, Overcast",26115.65,0.22,0.56,1.01,10.1,3,0,17,2018,1,3.7,0.0,0.0,0.0,0.0,ASSAULT,5980.0,27.25,52.8522834777832,12.964956283569336,8.563346862792969,95.69440460205078,36.37746047973633,209.3716583251953,3.6999999999999997,12.95762688773019,8.474059241158622,36.51589584350586,206.82444763183594,27.15142822265625,52.70546122959682,95.50166320800781,5984.285714285715,45.0,17.9,25792.86,3.7,Partially cloudy,0.0,0.0,12.9796142578125,8.453808784484863,36.38220977783203,205.93624877929688,12.956579072134835,8.420670509338379,36.357100350516184,205.07210213797433,5984.285714285715,16
2018-01-18,20,27.1,9.9,33.4,67.47,"Snow, Partially cloudy",26017.81,0.0,0.17,1.18,13.8,4,0,18,2018,1,3.7,0.0,0.0,0.0,0.0,ASSAULT,5990.0,27.399999618530273,53.032135009765625,12.957627296447754,8.556902885437012,94.48023223876953,36.69572830200195,210.29241943359375,3.6999999999999997,12.966002873011998,8.490628106253487,36.54100472586496,207.35482570103235,27.14714241027832,52.656520298549104,95.40787288120815,5982.857142857143,26.0,16.6,25792.86,3.7,Overcast,0.0,0.0,12.9796142578125,8.453808784484863,36.38220977783203,205.93624877929688,12.954485484531947,8.434477942330497,36.42088917323521,205.82027762276786,5988.571428571428,17
2018-01-19,19,28.7,9.9,79.6,64.96,Overcast,26071.72,0.0,0.0,0.87,13.6,5,0,19,2018,1,3.7,0.0,0.0,0.0,0.0,ASSAULT,5990.0,27.649999618530273,53.20343017578125,12.862348556518555,8.608449935913086,96.78265380859375,37.474761962890625,211.3814239501953,3.6999999999999997,12.957627023969378,8.506276403154645,36.582398550851,207.82721383231026,27.174285343715123,52.742166246686665,95.45541163853237,5982.857142857143,35.0,27.0,25792.86,3.7,"Snow, Overcast",0.0,0.45,12.9796142578125,8.453808784484863,36.38220977783203,205.93624877929688,12.95239189692906,8.445523943219866,36.49485778808594,206.09041050502233,5987.142857142857,18
2018-01-20,25,39.5,9.9,76.7,54.41,Overcast,26214.6,0.0,0.0,0.72,22.7,6,1,20,2018,1,3.7,0.0,0.0,0.0,0.0,ASSAULT,5990.0,27.709999084472656,53.22056579589844,12.898995399475098,8.685771942138672,98.02378845214844,37.74553298950195,213.17340087890625,3.6999999999999997,12.946110044206891,8.53941399710519,36.77715900966099,208.86109270368303,27.278570992606028,52.84127153669085,95.8434317452567,5984.285714285715,46.0,32.3,26115.65,3.7,"Snow, Overcast",0.22,0.56,12.964956283569336,8.563346862792969,36.37746047973633,209.3716583251953,12.95762688773019,8.474059241158622,36.51589584350586,206.82444763183594,5984.285714285715,19
