DATE,count,Temperature,Visibility,cloud,humidity,Conditions,DJI,Precipitation,Snow,snow_depth,wind_speed,DAY_OF_WEEK,WEEKEND,DAY_OF_MONTH,YEAR,MONTH,UNEMPLOY_RATE,fed_holiday,gov_holiday,nonpub_holiday,reg_holiday,race_label,BCG,BSX,EIX,JHI,MPGSX,STT,TJX,TMO,UNEMPLOY_RATE_7,JHI_7,MPGSX_7,TJX_7,TMO_7,BSX_7,EIX_7,STT_7,BCG_7,count_lag,Temperature_lag,DJI_lag,UNEMPLOY_RATE_lag,Conditions_lag,Precipitation_lag,Snow_lag,JHI_lag,MPGSX_lag,TJX_lag,TMO_lag,JHI_7_lag,MPGSX_7_lag,TJX_7_lag,TMO_7_lag,BCG_7_lag,t
2018-09-20,28,62.9,9.9,89.6,76.78,Overcast,26656.98,0.0,0.0,0.0,16.9,4,0,20,2018,9,2.9,0.0,0.0,0.0,0.0,ASSAULT,7190.0,37.81999969482422,59.211448669433594,12.448424339294434,9.233465194702148,81.26560974121094,52.69823455810547,240.62887573242188,2.899999999999999,12.502581596374512,9.159826142447335,52.27216175624302,238.15102059500558,37.447143009730745,59.50330080304827,78.80945696149554,7205.714285714285,45.0,74.7,26062.12,2.9,Partially cloudy,0.0,0.0,12.52579116821289,9.111040115356445,51.93336868286133,236.62008666992188,12.534818649291992,9.155223846435547,52.38623809814453,237.62918744768416,7064.285714285715,262
2018-09-21,38,65.8,9.9,85.0,68.94,Overcast,26743.5,0.0,0.0,0.0,18.2,5,0,21,2018,9,2.9,0.0,0.0,0.0,0.0,ASSAULT,7410.0,37.77000045776367,59.682891845703125,12.456162452697754,9.207691192626953,80.53977966308594,52.77519607543945,241.6112518310547,2.899999999999999,12.493739673069545,9.157985006059919,52.33675929478237,238.36507088797433,37.50142887660435,59.50704084123884,79.00128282819476,7228.571428571428,19.0,72.4,26246.96,2.9,"Rain, Overcast",0.83,0.0,12.471635818481445,9.175474166870117,52.46733093261719,237.25511169433594,12.52479716709682,9.157985278538295,52.29552732195173,238.03102329799108,7142.857142857143,263
2018-09-22,37,68.6,9.9,84.6,58.94,"Rain, Overcast",26562.05,0.03,0.0,0.0,26.1,6,1,22,2018,9,2.9,0.0,0.0,0.0,0.0,ASSAULT,7410.0,38.400001525878906,59.0717658996582,12.44068717956543,9.207691192626953,78.97925567626953,52.780006408691406,240.2815704345703,2.899999999999999,12.481581960405622,9.171792302812849,52.45770754132952,238.88813999720983,37.66285760062082,59.41100420270647,79.1529301234654,7258.571428571428,28.0,64.7,26405.76,2.9,Overcast,0.0,0.0,12.502581596374512,9.156144142150879,52.61644744873047,239.1999969482422,12.521370887756348,9.157985278538295,52.23299026489258,238.33955601283483,7214.285714285715,264
2018-09-23,23,59.0,9.9,85.2,60.77,Overcast,26562.05,0.0,0.0,0.0,8.9,7,1,23,2018,9,2.9,0.0,0.0,0.0,0.0,ASSAULT,7410.0,38.400001525878906,59.0717658996582,12.44068717956543,9.207691192626953,78.97925567626953,52.780006408691406,240.2815704345703,2.899999999999999,12.4694242477417,9.185599599565778,52.57865578787668,239.4112091064453,37.82428632463728,59.314967564174104,79.30457741873605,7288.571428571428,28.0,62.9,26656.98,2.9,Overcast,0.0,0.0,12.448424339294434,9.233465194702148,52.69823455810547,240.62887573242188,12.502581596374512,9.159826142447335,52.27216175624302,238.15102059500558,7205.714285714285,265
2018-09-24,22,56.6,9.9,90.1,67.29,Overcast,26562.05,0.0,0.0,0.0,26.1,1,0,24,2018,9,2.9,0.0,0.0,0.0,0.0,ASSAULT,7410.0,38.400001525878906,59.0717658996582,12.44068717956543,9.207691192626953,78.97925567626953,52.780006408691406,240.2815704345703,2.899999999999999,12.457266535077776,9.199406896318708,52.69960403442383,239.9342782156808,37.98571504865374,59.21893092564174,79.4562247140067,7318.571428571428,38.0,65.8,26743.5,2.9,Overcast,0.0,0.0,12.456162452697754,9.207691192626953,52.77519607543945,241.6112518310547,12.493739673069545,9.157985006059919,52.33675929478237,238.36507088797433,7228.571428571428,266
2018-09-25,32,62.3,7.8,89.7,78.55,"Rain, Overcast",26492.21,0.63,0.0,0.0,22.7,2,0,25,2018,9,2.9,0.0,0.0,0.0,0.0,ASSAULT,7050.0,38.61000061035156,58.46933364868164,12.463897705078125,9.220579147338867,78.79780578613281,53.06863021850586,241.21432495117188,2.899999999999999,12.456161090305873,9.2058504649571,52.78550393240793,240.49988010951452,38.12714385986328,59.051800864083425,79.6156496320452,7325.714285714285,37.0,68.6,26562.05,2.9,"Rain, Overcast",0.03,0.0,12.44068717956543,9.207691192626953,52.780006408691406,240.2815704345703,12.481581960405622,9.171792302812849,52.45770754132952,238.88813999720983,7258.571428571428,267
2018-09-26,26,75.6,9.6,91.7,82.99,"Rain, Overcast",26385.28,0.64,0.0,0.0,25.0,3,0,26,2018,9,2.9,0.0,0.0,0.0,0.0,ASSAULT,6580.0,38.630001068115234,58.32964324951172,12.448424339294434,9.201248168945312,78.21713256835938,53.751708984375,240.97622680664062,2.899999999999999,12.448424339294434,9.212293897356306,52.947684151785715,240.75362723214286,38.290000915527344,58.98694501604353,79.39401354108539,7208.571428571428,23.0,59.0,26562.05,2.9,Overcast,0.0,0.0,12.44068717956543,9.207691192626953,52.780006408691406,240.2815704345703,12.4694242477417,9.185599599565778,52.57865578787668,239.4112091064453,7288.571428571428,268
2018-09-27,28,65.6,9.1,90.1,71.18,"Rain, Overcast",26439.93,0.33,0.0,0.0,14.8,4,0,27,2018,9,2.9,0.0,0.0,0.0,0.0,ASSAULT,6890.0,38.34000015258789,58.73052215576172,12.456162452697754,9.259239196777344,77.7453384399414,53.78538513183594,242.43487548828125,2.899999999999999,12.449529784066337,9.215975897652763,53.10299137660435,241.01162719726562,38.364286695207866,58.91824122837612,78.89111764090401,7165.714285714285,22.0,56.6,26562.05,2.9,Overcast,0.0,0.0,12.44068717956543,9.207691192626953,52.780006408691406,240.2815704345703,12.457266535077776,9.199406896318708,52.69960403442383,239.9342782156808,7318.571428571428,269
2018-09-28,32,59.9,8.4,85.9,79.08,"Rain, Overcast",26458.31,0.34,0.0,0.0,15.9,5,0,28,2018,9,2.9,0.0,0.0,0.0,0.0,ASSAULT,6950.0,38.5,59.62919616699219,12.448424339294434,9.259239196777344,76.431640625,53.88640594482422,242.19671630859375,2.899999999999999,12.448424339294434,9.223339898245674,53.26173564365932,241.0952649797712,38.468572344098774,58.910570417131694,78.30424063546317,7100.0,32.0,62.3,26492.21,2.9,"Rain, Overcast",0.63,0.0,12.463897705078125,9.220579147338867,53.06863021850586,241.21432495117188,12.456161090305873,9.2058504649571,52.78550393240793,240.49988010951452,7325.714285714285,270
2018-09-29,34,63.7,9.9,29.4,68.19,Partially cloudy,26651.21,0.0,0.0,0.0,10.2,6,1,29,2018,9,2.9,0.0,0.0,0.0,0.0,ASSAULT,6900.0,38.97999954223633,59.51465606689453,12.4793701171875,9.285013198852539,78.00991821289062,53.987422943115234,246.59254455566406,2.899999999999999,12.453950473240443,9.234385899135045,53.43422372000558,241.99683271135603,38.5514292035784,58.9738404410226,78.16576385498047,7027.142857142857,26.0,75.6,26385.28,2.9,"Rain, Overcast",0.64,0.0,12.448424339294434,9.201248168945312,53.751708984375,240.97622680664062,12.448424339294434,9.212293897356306,52.947684151785715,240.75362723214286,7208.571428571428,271
2018-09-30,22,61.9,9.9,49.6,54.45,Partially cloudy,26651.21,0.0,0.0,0.0,12.6,7,1,30,2018,9,2.9,0.0,0.0,0.0,0.0,ASSAULT,6900.0,38.97999954223633,59.51465606689453,12.4793701171875,9.285013198852539,78.00991821289062,53.987422943115234,246.59254455566406,2.899999999999999,12.459476607186454,9.245431900024414,53.60671179635184,242.89840044294084,38.634286063058035,59.0371104649135,78.02728707449776,6954.285714285715,28.0,65.6,26439.93,2.9,"Rain, Overcast",0.33,0.0,12.456162452697754,9.259239196777344,53.78538513183594,242.43487548828125,12.449529784066337,9.215975897652763,53.10299137660435,241.01162719726562,7165.714285714285,272
2018-10-01,40,60.8,8.1,94.3,80.33,"Rain, Overcast",26651.21,0.04,0.0,0.0,12.6,1,0,1,2018,10,2.7,0.0,0.0,0.0,0.0,ASSAULT,6900.0,38.97999954223633,59.51465606689453,12.4793701171875,9.285013198852539,78.00991821289062,53.987422943115234,246.59254455566406,2.8714285714285706,12.465002741132464,9.256477900913783,53.7791998726981,243.79996817452567,38.71714292253767,59.10038048880441,77.88881029401507,6881.428571428572,32.0,59.9,26458.31,2.9,"Rain, Overcast",0.34,0.0,12.448424339294434,9.259239196777344,53.88640594482422,242.19671630859375,12.448424339294434,9.223339898245674,53.26173564365932,241.0952649797712,7100.0,273
2018-10-02,24,59.0,4.5,99.9,92.7,"Rain, Overcast",26773.94,0.3,0.0,0.0,10.2,2,0,2,2018,10,2.7,0.0,0.0,0.0,0.0,ASSAULT,6940.0,39.040000915527344,60.54547882080078,12.456162452697754,9.252796173095703,77.95516967773438,53.116737365722656,245.83839416503906,2.842857142857142,12.463897705078125,9.26108033316476,53.786072322300505,244.4605494907924,38.778571537562776,59.39697265625,77.76843370710101,6865.714285714285,34.0,63.7,26651.21,2.9,Partially cloudy,0.0,0.0,12.4793701171875,9.285013198852539,53.987422943115234,246.59254455566406,12.453950473240443,9.234385899135045,53.43422372000558,241.99683271135603,7027.142857142857,274
2018-10-03,23,59.1,7.7,99.9,87.12,"Rain, Overcast",26828.39,0.25,0.0,0.0,8.0,3,0,3,2018,10,2.7,0.0,0.0,0.0,0.0,ASSAULT,6900.0,38.61000061035156,60.29877853393555,12.44068717956543,9.278569221496582,78.53903198242188,53.0782470703125,245.4414825439453,2.8142857142857136,12.46279239654541,9.272126197814941,53.68986347743443,245.09844316755022,38.77571432931082,59.67827769688198,77.81441933768136,6911.428571428572,22.0,61.9,26651.21,2.9,Partially cloudy,0.0,0.0,12.4793701171875,9.285013198852539,53.987422943115234,246.59254455566406,12.459476607186454,9.245431900024414,53.60671179635184,242.89840044294084,6954.285714285715,275
2018-10-04,28,66.3,9.9,94.1,81.14,Overcast,26627.48,0.0,0.0,0.0,17.1,4,0,4,2018,10,2.7,0.0,0.0,0.0,0.0,ASSAULT,6930.0,38.0,60.519046783447266,12.301424026489258,9.13037109375,79.287109375,53.04939270019531,241.50213623046875,2.785714285714285,12.440686907087054,9.253716468811035,53.58472170148577,244.96519470214844,38.72714287894113,59.93378121512277,78.03467232840401,6917.142857142857,40.0,60.8,26651.21,2.7,"Rain, Overcast",0.04,0.0,12.4793701171875,9.285013198852539,53.987422943115234,246.59254455566406,12.465002741132464,9.256477900913783,53.7791998726981,243.79996817452567,6881.428571428572,276
2018-10-05,33,59.1,9.8,42.6,68.7,Partially cloudy,26447.05,0.0,0.0,0.0,15.9,5,0,5,2018,10,2.7,0.0,0.0,0.0,0.0,ASSAULT,6930.0,37.849998474121094,61.056480407714844,12.169900894165039,9.053049087524414,78.79447174072266,53.05901336669922,238.8328399658203,2.7571428571428567,12.40089784349714,9.22426073891776,53.46652276175363,244.4846409388951,38.63428551810129,60.137678963797434,78.37221963065011,6914.285714285715,24.0,59.0,26773.94,2.7,"Rain, Overcast",0.3,0.0,12.456162452697754,9.252796173095703,53.116737365722656,245.83839416503906,12.463897705078125,9.26108033316476,53.786072322300505,244.4605494907924,6865.714285714285,277
2018-10-06,31,57.6,9.9,74.5,69.34,Partially cloudy,26486.78,0.0,0.0,0.0,13.7,6,1,6,2018,10,2.7,0.0,0.0,0.0,0.0,ASSAULT,6900.0,37.29999923706055,61.61153793334961,12.154428482055664,9.014388084411621,79.4969253540039,53.304344177246094,237.81080627441406,2.728571428571428,12.354477609906878,9.185600008283343,53.36894008091518,243.2301068987165,38.39428547450474,60.43723351614816,78.58464922223773,6914.285714285715,23.0,59.1,26828.39,2.7,"Rain, Overcast",0.25,0.0,12.44068717956543,9.278569221496582,53.0782470703125,245.4414825439453,12.46279239654541,9.272126197814941,53.68986347743443,245.09844316755022,6911.428571428572,278
2018-10-07,43,66.1,8.9,98.5,81.72,"Rain, Overcast",26486.78,0.1,0.0,0.0,13.8,7,1,7,2018,10,2.7,0.0,0.0,0.0,0.0,ASSAULT,6900.0,37.29999923706055,61.61153793334961,12.154428482055664,9.014388084411621,79.4969253540039,53.304344177246094,237.81080627441406,2.6999999999999997,12.308057376316615,9.146939277648926,53.27135740007673,241.97557285853796,38.1542854309082,60.73678806849888,78.79707881382534,6914.285714285715,28.0,66.3,26627.48,2.7,Overcast,0.0,0.0,12.301424026489258,9.13037109375,53.04939270019531,241.50213623046875,12.440686907087054,9.253716468811035,53.58472170148577,244.96519470214844,6917.142857142857,279
2018-10-08,28,57.7,8.0,100.0,85.65,Overcast,26486.78,0.0,0.0,0.0,16.9,1,0,8,2018,10,2.7,1.0,0.0,0.0,0.0,ASSAULT,6900.0,37.29999923706055,61.61153793334961,12.154428482055664,9.014388084411621,79.4969253540039,53.304344177246094,237.81080627441406,2.6999999999999997,12.261637142726354,9.108278547014509,53.17377471923828,240.72103881835938,37.914285387311665,61.03634262084961,79.00950840541294,6914.285714285715,33.0,59.1,26447.05,2.7,Partially cloudy,0.0,0.0,12.169900894165039,9.053049087524414,53.05901336669922,238.8328399658203,12.40089784349714,9.22426073891776,53.46652276175363,244.4846409388951,6914.285714285715,280
2018-10-09,17,69.4,9.3,75.5,80.82,Overcast,26430.57,0.0,0.0,0.0,18.2,2,0,9,2018,10,2.7,0.0,0.0,0.0,0.0,ASSAULT,6780.0,37.40999984741211,62.06968688964844,12.208584785461426,9.001501083374023,78.78534698486328,53.588157653808594,238.11842346191406,2.6999999999999997,12.226268904549736,9.072379248482841,53.24112047467913,239.6181858607701,37.68142809186663,61.25408663068499,79.12810516357422,6891.428571428572,31.0,57.6,26486.78,2.7,Partially cloudy,0.0,0.0,12.154428482055664,9.014388084411621,53.304344177246094,237.81080627441406,12.354477609906878,9.185600008283343,53.36894008091518,243.2301068987165,6914.285714285715,281
2018-10-10,29,75.6,9.9,31.9,74.13,Partially cloudy,25598.74,0.0,0.0,0.0,17.0,3,0,10,2018,10,2.7,0.0,0.0,0.0,0.0,ASSAULT,6730.0,36.11000061035156,61.743709564208984,12.108007431030273,8.647111892700195,75.60147094726562,52.26048278808594,228.8802490234375,2.6999999999999997,12.178743226187569,8.982171058654785,53.12429700578962,237.2522953578404,37.324285234723774,61.46050534929548,78.70845358712333,6867.142857142857,43.0,66.1,26486.78,2.7,"Rain, Overcast",0.1,0.0,12.154428482055664,9.014388084411621,53.304344177246094,237.81080627441406,12.308057376316615,9.146939277648926,53.27135740007673,241.97557285853796,6914.285714285715,282
2018-10-11,28,63.0,5.5,93.0,90.06,"Rain, Overcast",25052.83,0.61,0.0,0.0,12.7,4,0,11,2018,10,2.7,0.0,0.0,0.0,0.0,ASSAULT,6260.0,36.0,60.2723503112793,12.146692276000977,8.518243789672852,74.56146240234375,51.83716583251953,224.3455047607422,2.6999999999999997,12.156638690403529,8.894724300929479,52.95112173897879,234.80134800502233,37.03857094900949,61.42526299612863,78.03336116245815,6771.428571428572,28.0,57.7,26486.78,2.7,Overcast,0.0,0.0,12.154428482055664,9.014388084411621,53.304344177246094,237.81080627441406,12.261637142726354,9.108278547014509,53.17377471923828,240.72103881835938,6914.285714285715,283
2018-10-12,33,58.4,8.5,79.0,73.74,"Rain, Overcast",25339.99,0.1,0.0,0.0,21.7,5,0,12,2018,10,2.7,0.0,0.0,0.0,0.0,ASSAULT,6450.0,36.9900016784668,60.483795166015625,12.154428482055664,8.69865894317627,74.31512451171875,52.64531326293945,229.62448120117188,2.6999999999999997,12.154428345816475,8.844097137451172,52.892021724155974,233.4858681815011,36.915714263916016,61.34345081874302,77.39345441545758,6702.857142857143,17.0,69.4,26430.57,2.7,Overcast,0.0,0.0,12.208584785461426,9.001501083374023,53.588157653808594,238.11842346191406,12.226268904549736,9.072379248482841,53.24112047467913,239.6181858607701,6891.428571428572,284
2018-10-13,40,50.7,9.5,73.0,68.3,"Rain, Partially cloudy",25250.55,0.13,0.0,0.0,13.6,6,1,13,2018,10,2.7,0.0,0.0,0.0,0.0,ASSAULT,6310.0,36.43000030517578,60.68643569946289,12.177638053894043,8.62778091430664,74.07792663574219,53.160030364990234,226.3400115966797,2.6999999999999997,12.157743998936244,8.788867541721888,52.87140546526228,231.84718322753906,36.79142870221819,61.21129335675921,76.6193117414202,6618.571428571428,29.0,75.6,25598.74,2.7,Partially cloudy,0.0,0.0,12.108007431030273,8.647111892700195,52.26048278808594,228.8802490234375,12.178743226187569,8.982171058654785,53.12429700578962,237.2522953578404,6867.142857142857,285
2018-10-14,27,51.4,9.9,42.2,62.52,Partially cloudy,25250.55,0.0,0.0,0.0,16.0,7,1,14,2018,10,2.7,0.0,0.0,0.0,0.0,ASSAULT,6310.0,36.43000030517578,60.68643569946289,12.177638053894043,8.62778091430664,74.07792663574219,53.160030364990234,226.3400115966797,2.6999999999999997,12.161059652056013,8.733637945992607,52.85078920636858,230.20849827357702,36.667143140520366,61.07913589477539,75.84516906738281,6534.285714285715,28.0,63.0,25052.83,2.7,"Rain, Overcast",0.61,0.0,12.146692276000977,8.518243789672852,51.83716583251953,224.3455047607422,12.156638690403529,8.894724300929479,52.95112173897879,234.80134800502233,6771.428571428572,286
2018-10-15,26,56.9,9.9,70.5,78.9,"Rain, Partially cloudy",25250.55,0.01,0.0,0.0,23.9,1,0,15,2018,10,2.7,0.0,0.0,0.0,0.0,ASSAULT,6310.0,36.43000030517578,60.68643569946289,12.177638053894043,8.62778091430664,74.07792663574219,53.160030364990234,226.3400115966797,2.6999999999999997,12.164375305175781,8.678408350263323,52.830172947474885,228.56981331961495,36.54285757882254,60.946978432791575,75.07102639334542,6450.0,33.0,58.4,25339.99,2.7,"Rain, Overcast",0.1,0.0,12.154428482055664,8.69865894317627,52.64531326293945,229.62448120117188,12.154428345816475,8.844097137451172,52.892021724155974,233.4858681815011,6702.857142857143,287
2018-10-16,21,54.4,9.9,49.4,48.23,"Rain, Partially cloudy",25798.42,0.09,0.0,0.0,27.5,2,0,16,2018,10,2.7,0.0,0.0,0.0,0.0,ASSAULT,6600.0,38.11000061035156,61.25911331176758,12.262742042541504,8.853302001953125,75.05408477783203,53.99705123901367,233.3356170654297,2.6999999999999997,12.17211205618722,8.65723705291748,52.8885863167899,227.88655526297433,36.642857687813894,60.831182207380024,74.5379889351981,6424.285714285715,40.0,50.7,25250.55,2.7,"Rain, Partially cloudy",0.13,0.0,12.177638053894043,8.62778091430664,53.160030364990234,226.3400115966797,12.157743998936244,8.788867541721888,52.87140546526228,231.84718322753906,6618.571428571428,288
2018-10-17,27,51.9,9.9,38.7,56.35,Partially cloudy,25706.68,0.0,0.0,0.0,20.6,3,0,17,2018,10,2.7,0.0,0.0,0.0,0.0,ASSAULT,6390.0,38.0,61.303184509277344,12.224059104919434,8.821084022521973,74.9446029663086,53.29953384399414,232.83944702148438,2.6999999999999997,12.188690866742816,8.682090214320592,53.037022181919646,228.45215497698103,36.91285760062082,60.768250056675505,74.44415065220424,6375.714285714285,27.0,51.4,25250.55,2.7,Partially cloudy,0.0,0.0,12.177638053894043,8.62778091430664,53.160030364990234,226.3400115966797,12.161059652056013,8.733637945992607,52.85078920636858,230.20849827357702,6534.285714285715,289
2018-10-18,31,43.5,9.8,24.8,40.82,Clear,25379.45,0.0,0.0,0.0,21.8,4,0,18,2018,10,2.7,0.0,0.0,0.0,0.0,ASSAULT,6390.0,37.529998779296875,61.2679328918457,12.185376167297363,8.653554916381836,72.7094955444336,52.741519927978516,227.93759155273438,2.6999999999999997,12.194217136928014,8.701420375279017,53.16621562412807,228.9653102329799,37.13142885480608,60.91047613961356,74.17958395821708,6394.285714285715,26.0,56.9,25250.55,2.7,"Rain, Partially cloudy",0.01,0.0,12.177638053894043,8.62778091430664,53.160030364990234,226.3400115966797,12.164375305175781,8.678408350263323,52.830172947474885,228.56981331961495,6450.0,290
2018-10-19,24,49.6,9.9,35.8,50.72,Partially cloudy,25444.34,0.0,0.0,0.0,19.5,5,0,19,2018,10,2.7,0.0,0.0,0.0,0.0,ASSAULT,6380.0,36.540000915527344,61.94633865356445,12.224059104919434,8.61489486694336,66.50592803955078,51.59663772583008,225.3973388671875,2.6999999999999997,12.204164368765694,8.689454078674316,53.016404833112446,228.36143275669642,37.06714303152902,61.119410923549104,73.06398446219308,6384.285714285715,21.0,54.4,25798.42,2.7,"Rain, Partially cloudy",0.09,0.0,12.262742042541504,8.853302001953125,53.99705123901367,233.3356170654297,12.17211205618722,8.65723705291748,52.8885863167899,227.88655526297433,6424.285714285715,291
2018-10-20,44,58.9,9.9,78.6,60.65,Overcast,25317.41,0.0,0.0,0.0,19.5,6,1,20,2018,10,2.7,0.0,0.0,0.0,0.0,ASSAULT,6180.0,36.619998931884766,61.549869537353516,12.355584144592285,8.621337890625,64.5992431640625,52.265289306640625,224.02796936035156,2.6999999999999997,12.229585238865443,8.688533646719796,52.888584681919646,228.03114100864954,37.094285692487446,61.24275861467634,71.7098868233817,6365.714285714285,27.0,51.9,25706.68,2.7,Partially cloudy,0.0,0.0,12.224059104919434,8.821084022521973,53.29953384399414,232.83944702148438,12.188690866742816,8.682090214320592,53.037022181919646,228.45215497698103,6375.714285714285,292
2018-10-21,28,46.5,9.9,64.8,53.14,"Rain, Partially cloudy",25317.41,0.03,0.0,0.0,27.4,7,1,21,2018,10,2.7,0.0,0.0,0.0,0.0,ASSAULT,6180.0,36.619998931884766,61.549869537353516,12.355584144592285,8.621337890625,64.5992431640625,52.265289306640625,224.02796936035156,2.6999999999999997,12.255006108965192,8.687613214765276,52.76076453072684,227.70084926060267,37.12142835344587,61.36610630580357,70.35578918457031,6347.142857142857,31.0,43.5,25379.45,2.7,Clear,0.0,0.0,12.185376167297363,8.653554916381836,52.741519927978516,227.93759155273438,12.194217136928014,8.701420375279017,53.16621562412807,228.9653102329799,6394.285714285715,293
2018-10-22,57,43.5,9.9,43.5,49.01,Partially cloudy,25317.41,0.0,0.0,0.0,14.7,1,0,22,2018,10,2.7,0.0,0.0,0.0,0.0,ASSAULT,6180.0,36.619998931884766,61.549869537353516,12.355584144592285,8.621337890625,64.5992431640625,52.265289306640625,224.02796936035156,2.6999999999999997,12.280426979064941,8.686692782810756,52.63294437953404,227.3705575125558,37.1485710144043,61.489453996930806,69.00169154575893,6328.571428571428,24.0,49.6,25444.34,2.7,Partially cloudy,0.0,0.0,12.224059104919434,8.61489486694336,51.59663772583008,225.3973388671875,12.204164368765694,8.689454078674316,53.016404833112446,228.36143275669642,6384.285714285715,294
2018-10-23,21,49.1,9.1,86.3,75.33,"Rain, Overcast",25191.43,0.41,0.0,0.0,14.7,2,0,23,2018,10,2.7,0.0,0.0,0.0,0.0,ASSAULT,6190.0,36.029998779296875,61.2767448425293,12.255006790161133,8.576233863830566,63.60483932495117,51.42827606201172,221.60679626464844,2.6999999999999997,12.279321943010602,8.64711162022182,52.26597649710519,225.69501168387276,36.8514278956822,61.49197278703962,67.36608505249023,6270.0,44.0,58.9,25317.41,2.7,Overcast,0.0,0.0,12.355584144592285,8.621337890625,52.265289306640625,224.02796936035156,12.229585238865443,8.688533646719796,52.888584681919646,228.03114100864954,6365.714285714285,295
2018-10-24,30,45.8,9.8,78.5,75.61,"Rain, Overcast",24583.42,0.04,0.0,0.0,18.1,3,0,24,2018,10,2.7,0.0,0.0,0.0,0.0,ASSAULT,6180.0,35.68000030517578,62.148990631103516,12.301424026489258,8.234729766845703,61.38798522949219,51.10116195678711,218.85818481445312,2.6999999999999997,12.290374074663434,8.56334672655378,51.95192337036133,223.69768851143974,36.51999936785017,61.61280223301479,65.42942537580218,6240.0,28.0,46.5,25317.41,2.7,"Rain, Partially cloudy",0.03,0.0,12.355584144592285,8.621337890625,52.265289306640625,224.02796936035156,12.255006108965192,8.687613214765276,52.76076453072684,227.70084926060267,6347.142857142857,296
2018-10-25,33,43.4,9.9,48.6,55.53,Partially cloudy,24984.55,0.0,0.0,0.0,18.3,4,0,25,2018,10,2.7,0.0,0.0,0.0,0.0,ASSAULT,6120.0,36.38999938964844,61.19744110107422,12.007429122924805,8.447364807128906,62.08133316040039,51.231048583984375,228.4138946533203,2.6999999999999997,12.264953068324498,8.533890996660505,51.73614174979074,223.76573181152344,36.357142312186106,61.60273197719029,63.911116463797434,6201.428571428572,57.0,43.5,25317.41,2.7,Partially cloudy,0.0,0.0,12.355584144592285,8.621337890625,52.265289306640625,224.02796936035156,12.280426979064941,8.686692782810756,52.63294437953404,227.3705575125558,6328.571428571428,297
2018-10-26,21,40.5,9.9,55.1,49.28,Partially cloudy,24688.31,0.0,0.0,0.0,15.9,5,0,26,2018,10,2.7,0.0,0.0,0.0,0.0,ASSAULT,6170.0,35.83000183105469,60.060909271240234,12.069324493408203,8.286277770996094,60.566925048828125,51.25028991699219,228.225341796875,2.6999999999999997,12.242848123822894,8.486945697239467,51.686663491385325,224.16973223005022,36.25571387154715,61.33338492257254,63.06268746512277,6171.428571428572,21.0,49.1,25191.43,2.7,"Rain, Overcast",0.41,0.0,12.255006790161133,8.576233863830566,51.42827606201172,221.60679626464844,12.279321943010602,8.64711162022182,52.26597649710519,225.69501168387276,6270.0,298
2018-10-27,19,48.8,4.8,99.6,79.82,"Rain, Overcast",24442.92,1.0,0.0,0.0,34.8,6,1,27,2018,10,2.7,0.0,0.0,0.0,0.0,ASSAULT,6090.0,35.380001068115234,60.88909912109375,12.046112060546875,8.15740966796875,60.58516311645508,52.145023345947266,226.58807373046875,2.6999999999999997,12.19863782610212,8.420670236860003,51.6694826398577,224.53546142578125,36.07857131958008,61.23898914882115,62.48924745832171,6158.571428571428,30.0,45.8,24583.42,2.7,"Rain, Overcast",0.04,0.0,12.301424026489258,8.234729766845703,51.10116195678711,218.85818481445312,12.290374074663434,8.56334672655378,51.95192337036133,223.69768851143974,6240.0,299
2018-10-28,36,48.6,6.6,98.5,81.27,"Rain, Overcast",24442.92,0.07,0.0,0.0,16.0,7,1,28,2018,10,2.7,0.0,0.0,0.0,0.0,ASSAULT,6090.0,35.380001068115234,60.88909912109375,12.046112060546875,8.15740966796875,60.58516311645508,52.145023345947266,226.58807373046875,2.6999999999999997,12.154427528381348,8.354394776480538,51.65230178833008,224.90119062151228,35.901428767613005,61.14459337506975,61.91580745152065,6145.714285714285,33.0,43.4,24984.55,2.7,Partially cloudy,0.0,0.0,12.007429122924805,8.447364807128906,51.231048583984375,228.4138946533203,12.264953068324498,8.533890996660505,51.73614174979074,223.76573181152344,6201.428571428572,300
2018-10-29,25,51.8,9.1,75.4,75.68,"Rain, Overcast",24442.92,0.52,0.0,0.0,19.2,1,0,29,2018,10,2.7,0.0,0.0,0.0,0.0,ASSAULT,6090.0,35.380001068115234,60.88909912109375,12.046112060546875,8.15740966796875,60.58516311645508,52.145023345947266,226.58807373046875,2.6999999999999997,12.110217230660576,8.288119316101074,51.63512093680246,225.2669198172433,35.724286215645925,61.05019760131836,61.342367444719585,6132.857142857143,21.0,40.5,24688.31,2.7,Partially cloudy,0.0,0.0,12.069324493408203,8.286277770996094,51.25028991699219,228.225341796875,12.242848123822894,8.486945697239467,51.686663491385325,224.16973223005022,6171.428571428572,301
