DATE,count,Temperature,Visibility,Cloud Cover,humidity,Conditions,DJI,Precipitation,Snow,snow_depth,wind_speed,DAY_OF_WEEK,WEEKEND,DAY_OF_MONTH,YEAR,MONTH,UNEMPLOY_RATE,fed_holiday,gov_holiday,nonpub_holiday,reg_holiday,race_label,BCG,BSX,EIX,JHI,MPGSX,STT,TJX,TMO,UNEMPLOY_RATE_7,JHI_7,MPGSX_7,TJX_7,TMO_7,BSX_7,EIX_7,STT_7,BCG_7,count_lag,Temperature_lag,DJI_lag,UNEMPLOY_RATE_lag,Conditions_lag,Precipitation_lag,Snow_lag,JHI_lag,MPGSX_lag,TJX_lag,TMO_lag,JHI_7_lag,MPGSX_7_lag,TJX_7_lag,TMO_7_lag,BCG_7_lag,t
2021-08-25,11,83.7,9.7,30.6,60.21,Partially cloudy,35405.5,0.0,0.0,0.0,9.0,3,0,25,2021,8,5.0,0.0,0.0,0.0,0.0,ASSAULT,16000.0,44.810001373291016,57.11219787597656,18.1815242767334,16.420000076293945,91.39403533935547,75.5279769897461,547.6046752929688,5.0,18.158199582781112,16.281428609575546,74.59858812604632,551.41845703125,44.33428628104074,57.65444728306362,87.63609640938895,16735.714285714286,10.0,72.4,35335.71,5.0,"Rain, Overcast",0.38,0.0,18.152711868286133,16.350000381469727,74.85050201416016,552.1306762695312,18.17740876334054,16.135714394705637,72.64161028180804,552.0250854492188,16828.571428571428,1065
2021-08-26,6,85.6,9.8,25.8,60.85,Partially cloudy,35213.12,0.0,0.0,0.0,12.6,4,0,26,2021,8,5.0,0.0,0.0,0.0,0.0,ASSAULT,15850.0,44.65999984741211,56.407833099365234,18.171920776367188,16.329999923706055,91.8907470703125,73.5653076171875,552.2905883789062,5.0,18.148594992501394,16.332857131958008,74.63417053222656,551.5454886300223,44.39000047956194,57.5789794921875,88.62951006208148,16550.0,7.0,72.4,35335.71,5.0,"Rain, Overcast",0.97,0.0,18.152711868286133,16.350000381469727,74.85050201416016,552.1306762695312,18.160943712506974,16.15857151576451,73.32192666190011,551.7610212053571,16864.285714285714,1066
2021-08-27,10,81.9,9.9,53.9,66.19,Partially cloudy,35455.8,0.0,0.0,0.0,11.2,5,0,27,2021,8,5.0,0.0,0.0,0.0,0.0,ASSAULT,16950.0,44.79999923706055,56.28065872192383,18.152711868286133,16.5,93.65901947021484,73.36605072021484,548.0343017578125,5.0,18.15545572553362,16.382857186453684,74.57723999023438,550.619158063616,44.441429138183594,57.29947008405413,89.79180472237724,16528.571428571428,11.0,79.5,35366.26,5.0,"Rain, Overcast",0.48,0.0,18.123897552490234,16.3799991607666,75.02983856201172,550.0125122070312,18.15957178388323,16.20571436200823,74.19865308489118,550.9303065708706,16742.85714285714,1067
2021-08-28,8,69.8,9.8,90.3,63.91,"Rain, Overcast",35399.84,0.07,0.0,0.0,20.5,6,1,28,2021,8,5.0,0.0,0.0,0.0,0.0,ASSAULT,17800.0,44.83000183105469,56.28065872192383,18.315988540649414,16.6200008392334,91.90068054199219,72.52918243408203,558.0455932617188,5.0,18.178780964442662,16.421428680419922,74.24562290736607,551.4641462053571,44.56142915998186,57.07166998726981,90.41481672014508,16642.85714285714,11.0,83.7,35405.5,5.0,Partially cloudy,0.0,0.0,18.1815242767334,16.420000076293945,75.5279769897461,547.6046752929688,18.158199582781112,16.281428609575546,74.59858812604632,551.41845703125,16735.714285714286,1068
2021-08-29,11,69.0,9.9,100.0,71.26,"Rain, Overcast",35399.84,0.08,0.0,0.0,10.0,7,1,29,2021,8,5.0,0.0,0.0,0.0,0.0,ASSAULT,17800.0,44.83000183105469,56.28065872192383,18.315988540649414,16.6200008392334,91.90068054199219,72.52918243408203,558.0455932617188,5.0,18.2021062033517,16.46000017438616,73.91400582449776,552.3091343470982,44.68142918178013,56.84386989048549,91.03782871791294,16757.14285714286,6.0,85.6,35213.12,5.0,Partially cloudy,0.0,0.0,18.171920776367188,16.329999923706055,73.5653076171875,552.2905883789062,18.148594992501394,16.332857131958008,74.63417053222656,551.5454886300223,16550.0,1069
2021-08-30,9,78.8,9.9,86.6,73.6,Overcast,35399.84,0.0,0.0,0.0,18.2,1,0,30,2021,8,5.0,0.0,0.0,0.0,0.0,ASSAULT,17800.0,44.83000183105469,56.28065872192383,18.315988540649414,16.6200008392334,91.90068054199219,72.52918243408203,558.0455932617188,5.0,18.225431442260742,16.4985716683524,73.58238874162946,553.1541224888393,44.8014292035784,56.61606979370117,91.6608407156808,16871.428571428572,10.0,81.9,35455.8,5.0,Partially cloudy,0.0,0.0,18.152711868286133,16.5,73.36605072021484,548.0343017578125,18.15545572553362,16.382857186453684,74.57723999023438,550.619158063616,16528.571428571428,1070
2021-08-31,10,78.4,9.9,72.6,58.47,"Rain, Partially cloudy",35360.73,0.02,0.0,0.0,16.0,2,0,31,2021,8,5.0,0.0,0.0,0.0,0.0,ASSAULT,17650.0,45.150001525878906,56.58392333984375,18.248756408691406,16.549999237060547,92.29804992675781,72.44947814941406,554.4686889648438,5.0,18.243268421718053,16.522857393537247,73.21376582554409,553.7907191685268,44.84428678240095,56.460941314697266,92.13484191894531,17121.428571428572,8.0,69.8,35399.84,5.0,"Rain, Overcast",0.07,0.0,18.315988540649414,16.6200008392334,72.52918243408203,558.0455932617188,18.178780964442662,16.421428680419922,74.24562290736607,551.4641462053571,16642.85714285714,1071
2021-09-01,11,70.1,8.4,87.7,70.94,"Rain, Overcast",35312.53,0.79,0.0,0.0,19.6,3,0,01,2021,9,4.8,0.0,0.0,0.0,0.0,ASSAULT,18850.0,45.58000183105469,56.97523880004883,18.315988540649414,16.59000015258789,91.264892578125,71.81185913085938,561.2327880859375,4.971428571428571,18.26247760227748,16.547143118722097,72.68289184570312,555.7375924246652,44.95428684779576,56.441375732421875,92.11639295305524,17528.571428571428,11.0,69.0,35399.84,5.0,"Rain, Overcast",0.08,0.0,18.315988540649414,16.6200008392334,72.52918243408203,558.0455932617188,18.2021062033517,16.46000017438616,73.91400582449776,552.3091343470982,16757.14285714286,1072
2021-09-02,8,66.9,7.8,79.0,69.43,"Rain, Overcast",35443.82,3.39,0.0,0.0,23.9,4,0,02,2021,9,4.8,0.0,0.0,0.0,0.0,ASSAULT,18850.0,45.060001373291016,57.84591293334961,18.364013671875,16.579999923706055,92.07949829101562,71.6026382446289,564.9794921875,4.942857142857143,18.289919444492885,16.582857404436385,72.40251050676618,557.55029296875,45.011429922921316,56.646815708705354,92.1433574131557,17957.14285714286,9.0,78.8,35399.84,5.0,Overcast,0.0,0.0,18.315988540649414,16.6200008392334,72.52918243408203,558.0455932617188,18.225431442260742,16.4985716683524,73.58238874162946,553.1541224888393,16871.428571428572,1073
2021-09-03,9,67.5,9.9,38.9,56.11,Partially cloudy,35369.09,0.0,0.0,0.0,14.8,5,0,03,2021,9,4.8,0.0,0.0,0.0,0.0,ASSAULT,18850.0,44.91999816894531,57.376338958740234,18.325593948364258,16.6200008392334,92.2781753540039,70.80561065673828,567.6172485351562,4.914285714285714,18.314616884504044,16.600000381469727,72.03673335484096,560.3478567940848,45.02857262747629,56.80334145682199,91.9460939679827,18228.571428571428,10.0,78.4,35360.73,5.0,"Rain, Partially cloudy",0.02,0.0,18.248756408691406,16.549999237060547,72.44947814941406,554.4686889648438,18.243268421718053,16.522857393537247,73.21376582554409,553.7907191685268,17121.428571428572,1074
